dataset	architecture	distractor_name	cap_len	token_pos	chebyshev	cosine
mscoco	pre	min	7	1	9.57605	0.03178859320212537
mscoco	pre	min	7	2	8.474334	0.0186955797390675
mscoco	pre	min	7	3	8.381136	0.017753938051659292
mscoco	pre	min	7	4	8.000333	0.014519496696201836
mscoco	pre	min	7	5	8.034686	0.01758114934906246
mscoco	pre	min	7	6	8.61951	0.021733041823379637
mscoco	pre	min	7	7	7.5629754	0.010727808231443871
mscoco	pre	min	8	0	8.217949	0.020610874619226734
mscoco	pre	min	8	1	9.4692745	0.031598687171936035
mscoco	pre	min	8	2	8.460802	0.019065840733991125
mscoco	pre	min	8	3	8.169772	0.019261696073194428
mscoco	pre	min	8	4	8.272208	0.019496001024958503
mscoco	pre	min	8	5	7.876531	0.012710093874819216
mscoco	pre	min	8	6	7.9120545	0.015043349310570237
mscoco	pre	min	8	7	8.672591	0.023672607965654027
mscoco	pre	min	8	8	7.7437983	0.010178109010060629
mscoco	pre	min	9	0	8.262457	0.02100154991005993
mscoco	pre	min	9	1	9.446897	0.0318611992768472
mscoco	pre	min	9	2	8.56266	0.019737021561908777
mscoco	pre	min	9	3	8.479927	0.021118495468476176
mscoco	pre	min	9	4	8.236118	0.016457151031328093
mscoco	pre	min	9	5	8.324406	0.017214548255701227
mscoco	pre	min	9	6	7.9905233	0.0131176093326221
mscoco	pre	min	9	7	8.169741	0.015311835535860864
mscoco	pre	min	9	8	8.813597	0.023297615578474862
mscoco	pre	min	9	9	7.9964314	0.010247930495184103
mscoco	pre	min	10	0	8.309537	0.02108704673019251
mscoco	pre	min	10	1	9.574064	0.0322367544448342
mscoco	pre	min	10	2	8.496813	0.019842118895581934
mscoco	pre	min	10	3	8.384678	0.020119164936054888
mscoco	pre	min	10	4	8.464315	0.018135080407184884
mscoco	pre	min	10	5	8.285219	0.015542082355114561
mscoco	pre	min	10	6	8.169613	0.014425636798452365
mscoco	pre	min	10	7	8.270897	0.014856035365572973
mscoco	pre	min	10	8	8.447161	0.016615726608470518
mscoco	pre	min	10	9	8.993262	0.02444403560289676
mscoco	pre	min	10	10	7.938719	0.010134819821295707
mscoco	pre	min	11	0	8.223577	0.021403682976961137
mscoco	pre	min	11	1	9.3798685	0.03214258539179961
mscoco	pre	min	11	2	8.619493	0.0206052561601003
mscoco	pre	min	11	3	8.34482	0.020121869072318076
mscoco	pre	min	11	4	8.2453785	0.018320406104127565
mscoco	pre	min	11	5	8.578337	0.019480373710393906
mscoco	pre	min	11	6	8.286254	0.014244087661306063
mscoco	pre	min	11	7	8.405086	0.017710341016451518
mscoco	pre	min	11	8	8.213948	0.01408680205543836
mscoco	pre	min	11	9	8.353543	0.0157830148935318
mscoco	pre	min	11	10	8.95103	0.02507536970078945
mscoco	pre	min	11	11	8.020536	0.010454102605581283
mscoco	pre	min	12	0	7.9824424	0.020629338104359424
mscoco	pre	min	12	1	9.132438	0.031077437157178447
mscoco	pre	min	12	2	8.332911	0.018588857494131493
mscoco	pre	min	12	3	8.745911	0.024682042372487757
mscoco	pre	min	12	4	8.122406	0.017439406283580473
mscoco	pre	min	12	5	7.9712305	0.012742848726954773
mscoco	pre	min	12	6	8.067903	0.01628516929863143
mscoco	pre	min	12	7	7.9015403	0.015185585857307823
mscoco	pre	min	12	8	8.222635	0.014797609217845611
mscoco	pre	min	12	9	9.330468	0.02065424936531234
mscoco	pre	min	12	10	8.668585	0.016971640778284003
mscoco	pre	min	12	11	9.058066	0.02298837943668783
mscoco	pre	min	12	12	7.9639277	0.009632076660211939
mscoco	pre	min	13	0	8.507477	0.021648316279701565
mscoco	pre	min	13	1	9.423551	0.03372079133987427
mscoco	pre	min	13	2	8.944381	0.019634801408518917
mscoco	pre	min	13	3	8.719128	0.02716561504032301
mscoco	pre	min	13	4	8.7066965	0.022357891435208527
mscoco	pre	min	13	5	8.145751	0.015684132990629776
mscoco	pre	min	13	6	8.65959	0.017791864664658257
mscoco	pre	min	13	7	8.963583	0.022880790026291557
mscoco	pre	min	13	8	8.23071	0.013934648555258045
mscoco	pre	min	13	9	8.561409	0.017701268196105957
mscoco	pre	min	13	10	8.809654	0.02108035657716834
mscoco	pre	min	13	11	8.750282	0.019464930762415348
mscoco	pre	min	13	12	9.223386	0.028951644897460938
mscoco	pre	min	13	13	8.255171	0.01116308181182198
mscoco	par	max	7	0	4.784238	0.011821262584709974
mscoco	par	max	7	1	5.893587	0.02233580921007239
mscoco	par	max	7	2	4.944071	0.010266189619621134
mscoco	par	max	7	3	4.8857293	0.01788826758817116
mscoco	par	max	7	4	4.858688	0.008931455775077299
mscoco	par	max	7	5	4.78177	0.008221897279253657
mscoco	par	max	7	6	5.189949	0.012416688922029104
mscoco	par	max	7	7	4.495872	0.0054958940292737495
mscoco	par	max	8	0	4.1166763	0.008004519263310219
mscoco	par	max	8	1	5.083434	0.016659229228745645
mscoco	par	max	8	2	4.3559484	0.009490183040277283
mscoco	par	max	8	3	4.2693725	0.009995430227535873
mscoco	par	max	8	4	4.2008862	0.009012661086979196
mscoco	par	max	8	5	3.887664	0.004954603572389972
mscoco	par	max	8	6	4.0870614	0.005680187211107851
